T/s,theta 1 velocity/rad/s, theta 2  velocity/rad/s
8.0021,0.173256992,0.157893952
8.0022,0.175518235,0.158033818
8.0023,0.176123564,0.159982009
8.0024,0.175244878,0.163543605
8.0025,0.173262724,0.16828739
8.0026,0.170762454,0.173549593
8.0027,0.16842642,0.178555923
8.0028,0.166864339,0.182615779
8.0029,0.166553805,0.185189884
8.003,0.167809495,0.185924213
8.0031,0.170654957,0.184792582
8.0032,0.174819763,0.182099079
8.0033,0.179770225,0.178442923
8.0034,0.184836262,0.174575965
8.0035,0.189360499,0.171237316
8.0036,0.192771316,0.169071507
8.0037,0.194618154,0.168588131
8.0038,0.194623474,0.170102447
8.0039,0.19282286,0.173575486
8.004,0.189548654,0.178632071
8.0041,0.185403611,0.18459012
8.0042,0.181195161,0.190535559
8.0043,0.17769008,0.195601318
8.0044,0.175521928,0.19907263
8.0045,0.175056197,0.200537696
8.0046,0.176340013,0.199943236
8.0047,0.179157719,0.197531775
8.0048,0.183081353,0.19378457
8.0049,0.18748666,0.189402866
8.005,0.191717448,0.185124905
8.0051,0.195173568,0.181627559
8.0052,0.197341832,0.179491417
8.0053,0.197845921,0.179143806
8.0054,0.196597656,0.180686267
8.0055,0.193794751,0.183896621
8.0056,0.18986151,0.188295929
8.0057,0.185434667,0.193163945
8.0058,0.181290528,0.19762253
8.0059,0.178114656,0.200897673
8.006,0.176422562,0.202409199
8.0061,0.176424266,0.201921366
8.0062,0.178030994,0.199534738
8.0063,0.180928945,0.195603152
8.0064,0.184626477,0.190680292
8.0065,0.188432253,0.185544476
8.0066,0.191664131,0.180965097
8.0067,0.193729563,0.177612471
8.0068,0.19417188,0.176004982
8.0069,0.192824992,0.176332652
8.007,0.189821543,0.178447367
8.0071,0.185526432,0.181938032
8.0072,0.180510402,0.186159998
8.0073,0.175558225,0.190226576
8.0074,0.171431541,0.193278602
8.0075,0.16872287,0.194649343
8.0076,0.167695561,0.194043158
8.0077,0.168299815,0.19151691
8.0078,0.170253979,0.18738853
8.0079,0.173108343,0.18216507
8.008,0.176197714,0.176596031
8.0081,0.178825615,0.171467324
8.0082,0.180368662,0.167484279
8.0083,0.180363755,0.165172626
8.0084,0.178660554,0.164704518
8.0085,0.175406057,0.165915543
8.0086,0.170956837,0.168404104
8.0087,0.165858813,0.171554963
8.0088,0.160855551,0.174529444
8.0089,0.15667671,0.17650578
8.009,0.153796071,0.176951125
8.0091,0.152376107,0.175683343
8.0092,0.15232049,0.172811752
8.0093,0.153343635,0.168658838
8.0094,0.155030904,0.16369253
8.0095,0.156812374,0.158556516
8.0096,0.158083993,0.153934386
8.0097,0.158336414,0.150404225
8.0098,0.157324975,0.148244909
8.0099,0.155070751,0.147434487
8.01,0.151789766,0.14773034
8.0101,0.150161954,0.146140593
8.0102,0.150509241,0.142307694
8.0103,0.152858826,0.136202195
8.0104,0.156949763,0.128120943
8.0105,0.162141168,0.11878984
8.0106,0.167541981,0.109216929
8.0107,0.172175483,0.100506808
8.0108,0.175242522,0.093564865
8.0109,0.176341858,0.088847395
8.011,0.175454733,0.086378507
8.0111,0.172840537,0.085867906
8.0112,0.168947362,0.086811885
8.0113,0.164331154,0.088584623
8.0114,0.159584696,0.090518436
8.0115,0.155277653,0.091971523
8.0116,0.151816316,0.092486921
8.0117,0.14930797,0.09194412
8.0118,0.147612378,0.090500603
8.0119,0.146396526,0.088530969
8.012,0.145150454,0.086610088
8.0121,0.143297064,0.085389047
8.0122,0.140288394,0.085486448
8.0123,0.135805063,0.087264521
8.0124,0.129913558,0.090650215
8.0125,0.1229997,0.095209663
8.0126,0.115689823,0.10023661
8.0127,0.108752862,0.104862779
8.0128,0.102856407,0.108334303
8.0129,0.098346552,0.110259282
8.013,0.095258236,0.110596098
8.0131,0.093403314,0.109554421
8.0132,0.092444334,0.107512197
8.0133,0.09194808,0.104955501
8.0134,0.091369419,0.102497664
8.0135,0.090114147,0.100808387
8.0136,0.087762238,0.100362748
8.0137,0.084249423,0.101234868
8.0138,0.079821304,0.103149111
8.0139,0.074913028,0.105615841
8.014,0.070052923,0.108040155
8.0141,0.065856788,0.109727558
8.0142,0.06272218,0.110228732
8.0143,0.060752733,0.109425193
8.0144,0.059807047,0.107474467
8.0145,0.059570001,0.104729994
8.0146,0.059550542,0.101744608
8.0147,0.059157415,0.099185164
8.0148,0.057815078,0.097701664
8.0149,0.055205146,0.097655487
8.015,0.051382987,0.098986538
8.0151,0.046684682,0.101317665
8.0152,0.041611171,0.104085425
8.0153,0.036786712,0.106586415
8.0154,0.032797316,0.108158712
8.0155,0.029940578,0.108464657
8.0156,0.028221206,0.107496693
8.0157,0.027441105,0.105475934
8.0158,0.027255828,0.102788784
8.0159,0.027167633,0.099995659
8.016,0.026599636,0.097747291
8.0161,0.027693958,0.093663365
8.0162,0.03118447,0.086939052
8.0163,0.036381468,0.078356369
8.0164,0.042784864,0.068483247
8.0165,0.049931488,0.057845221
8.0166,0.057371541,0.046951758
8.0167,0.064665207,0.036299976
8.0168,0.071418959,0.026334009
8.0169,0.077312294,0.017415043
8.017,0.082116566,0.009800233
8.0171,0.085704991,0.003631514
8.0172,0.088053815,-0.001065628
8.0173,0.089220678,-0.004357889
8.0174,0.089217596,-0.006262327
8.0175,0.088011441,-0.006746982
8.0176,0.085463431,-0.005660519
8.0177,0.081419684,-0.002832673
8.0178,0.07591167,0.001701326
8.0179,0.069166072,0.007689144
8.018,0.06159007,0.014676515
8.0181,0.053681193,0.022107982
8.0182,0.045881667,0.02948889
8.0183,0.038673866,0.036275864
8.0184,0.03257263,0.041885851
8.0185,0.027960546,0.045883874
8.0186,0.024987571,0.048097651
8.0187,0.023593069,0.048592882
8.0188,0.023552106,0.047620918
8.0189,0.024511197,0.045578498
8.019,0.025980323,0.04301736
8.0191,0.027609956,0.040331991
8.0192,0.029278687,0.037660384
8.0193,0.031046207,0.03493682
8.0194,0.033040572,0.032018368
8.0195,0.035418644,0.028729545
8.0196,0.038331729,0.024901095
8.0197,0.041898663,0.020400383
8.0198,0.046062256,0.015294805
8.0199,0.050461445,0.009994612
8.02,0.054468825,0.005209477
8.0201,0.057323199,0.001798519
8.0202,0.058424878,0.000436296
8.0203,0.057544131,0.001379294
8.0204,0.054800552,0.004489941
8.0205,0.050597257,0.009311204
8.0206,0.045589745,0.015102546
8.0207,0.040584325,0.020954034
8.0208,0.036266976,0.026092935
8.0209,0.033046974,0.030058244
8.021,0.031090653,0.032662033
8.0211,0.030369142,0.033935933
8.0212,0.030703987,0.03407987
8.0213,0.031780452,0.033447574
8.0214,0.033170933,0.032520568
8.0215,0.034356688,0.031884078
8.0216,0.034945688,0.031982251
8.0217,0.034861176,0.032904029
8.0218,0.034311439,0.034416651
8.0219,0.033679349,0.03609027
8.022,0.033428312,0.037404083
8.0221,0.034024363,0.037834252
8.0222,0.035865235,0.036933601
8.0223,0.038947602,0.034707488
8.0224,0.042903826,0.03157221
8.0225,0.047152092,0.028185613
8.0226,0.050969741,0.025363688
8.0227,0.053665425,0.023887128
8.0228,0.054748199,0.024310949
8.0229,0.054086339,0.026783812
8.023,0.051864516,0.03109618
8.0231,0.048518023,0.036755298
8.0232,0.044703005,0.043019867
8.0233,0.041230984,0.048973235
8.0234,0.038740176,0.053893938
8.0235,0.037590286,0.057373974
8.0236,0.037874177,0.059305898
8.0237,0.039475612,0.059817838
8.0238,0.042124816,0.059210935
8.0239,0.045420601,0.057934803
8.024,0.04883828,0.056579696
8.0241,0.051896672,0.05568888
8.0242,0.054207662,0.055702287
8.0243,0.055585544,0.056830666
8.0244,0.056062613,0.05903737
8.0245,0.055854791,0.062077516
8.0246,0.055326207,0.065538718
8.0247,0.055017413,0.068809739
8.0248,0.055406857,0.071350876
8.0249,0.056743506,0.07288114
8.025,0.059048933,0.07337502
8.0251,0.062161298,0.073013001
8.0252,0.065765256,0.07214847
8.0253,0.069357062,0.071347692
8.0254,0.072443411,0.071166629
8.0255,0.074627669,0.072053178
8.0256,0.075764962,0.074170263
8.0257,0.075954439,0.077404247
8.0258,0.075461714,0.081452826
8.0259,0.074723187,0.085820348
8.026,0.074331109,0.089835713
8.0261,0.074823588,0.092890441
8.0262,0.076485646,0.094661633
8.0263,0.079340684,0.095120827
8.0264,0.083202272,0.094475595
8.0265,0.087694475,0.093146468
8.0266,0.092286529,0.091728293
8.0267,0.096407184,0.090863295
8.0268,0.099561737,0.091109016
8.0269,0.101393203,0.09286857
8.027,0.101830755,0.096221279
8.0271,0.101071341,0.100943094
8.0272,0.099532511,0.106559751
8.0273,0.097814333,0.112390199
8.0274,0.096611635,0.117647356
8.0275,0.09651584,0.121662628
8.0276,0.097844156,0.124076794
8.0277,0.100629032,0.124851184
8.0278,0.104673084,0.124205766
8.0279,0.109613011,0.122547161
8.028,0.114907931,0.120481197
8.0281,0.11995026,0.118690189
8.0282,0.124170827,0.117815006
8.0283,0.127108012,0.118376648
8.0284,0.128565486,0.120596335
8.0285,0.128625544,0.124379862
8.0286,0.127588628,0.129385971
8.0287,0.125967909,0.135031914
8.0288,0.124405576,0.140588356
8.0289,0.123512677,0.145362831
8.029,0.123789839,0.148789642
8.0291,0.125579587,0.150482737
8.0292,0.128935947,0.150380832
8.0293,0.133645449,0.148723334
8.0294,0.139246161,0.146028345
8.0295,0.145092872,0.143019325
8.0296,0.150499774,0.140466851
8.0297,0.154848893,0.139066957
8.0298,0.157657762,0.139364329
8.0299,0.158734566,0.141575309
8.03,0.158187617,0.145576587
8.0301,0.156360051,0.150979003
8.0302,0.153818998,0.157139225
8.0303,0.151233799,0.163297694
8.0304,0.149223917,0.168752872
8.0305,0.148314829,0.172911292
8.0306,0.148892099,0.175338652
8.0307,0.151061,0.175916186
8.0308,0.154659606,0.17482551
8.0309,0.159308594,0.172492407
8.031,0.16442623,0.169569325
8.0311,0.169326869,0.166825888
8.0312,0.173401876,0.164946753
8.0313,0.176151993,0.164495167
8.0314,0.177221705,0.165873532
8.0315,0.176544759,0.169157326
8.0316,0.174346936,0.174091375
8.0317,0.171146434,0.180088738
8.0318,0.167658134,0.18633892
8.0319,0.164612249,0.192015299
8.032,0.162647634,0.196396348
8.0321,0.162257321,0.198926822
8.0322,0.163647138,0.199375252
8.0323,0.166727236,0.197842851
8.0324,0.171161788,0.19470739
8.0325,0.176382944,0.190606825
8.0326,0.181708074,0.186307539
8.0327,0.186483446,0.182545028
8.0328,0.19013933,0.179962111
8.0329,0.192222279,0.179071929
8.033,0.192556184,0.18007428
8.0331,0.191255097,0.182840547
8.0332,0.188672821,0.186970557
8.0333,0.18539376,0.191802352
8.0334,0.182120954,0.196538953
8.0335,0.179500305,0.200449548
8.0336,0.178054305,0.202944823
8.0337,0.178164415,0.203596289
8.0338,0.179936515,0.202286085
8.0339,0.18319724,0.199210436
8.034,0.187499352,0.194872906
8.0341,0.192197441,0.189998988
8.0342,0.196568929,0.185401964
8.0343,0.199958506,0.181821266
8.0344,0.20183593,0.179856935
8.0345,0.201958031,0.179784821
8.0346,0.200383726,0.181538992
8.0347,0.197413271,0.18478037
8.0348,0.19353951,0.188951648
8.0349,0.189420433,0.193307834
8.035,0.185706283,0.197114104
8.0351,0.182957047,0.199739578
8.0352,0.181590802,0.200714901
8.0353,0.181743517,0.199888404
8.0354,0.183281576,0.197411562
8.0355,0.185869164,0.193663163
8.0356,0.188972921,0.189243386
8.0357,0.191906468,0.184924522
8.0358,0.194036723,0.181420403
8.0359,0.19484799,0.179314535
8.036,0.194100681,0.178878863
8.0361,0.191845473,0.180057067
8.0362,0.188363125,0.182532517
8.0363,0.184096961,0.185804547
8.0364,0.17968601,0.189151189
8.0365,0.175765702,0.191855875
8.0366,0.172878096,0.193309362
8.0367,0.171316561,0.193182926
8.0368,0.171107054,0.191448777
8.0369,0.172056922,0.18832505
8.037,0.173822511,0.184199758
8.0371,0.175889758,0.179653084
8.0372,0.177681475,0.175337334
8.0373,0.178652464,0.171870336
8.0374,0.178415962,0.169691789
8.0375,0.176865883,0.168923711
8.0376,0.174138556,0.169413581
8.0377,0.170538371,0.17081856
8.0378,0.166528966,0.172616136
8.0379,0.162744478,0.174091086
8.038,0.159771494,0.17458295
8.0381,0.15791931,0.173744016
8.0382,0.157219384,0.171539482
8.0383,0.157498883,0.168164692
8.0384,0.158445223,0.163972436
8.0385,0.15958167,0.159501265
8.0386,0.160372327,0.155357846
8.0387,0.160316638,0.152110397
8.0388,0.159141865,0.150069796
8.0389,0.157445707,0.148572031
8.039,0.157246146,0.145367531
8.0391,0.158428215,0.140588362
8.0392,0.1609294,0.134307248
8.0393,0.164620723,0.126672211
8.0394,0.169144501,0.118090678
8.0395,0.173857066,0.109292869
8.0396,0.177947899,0.101196721
8.0397,0.180639597,0.094682545
8.0398,0.181524844,0.090212812
8.0399,0.180573368,0.087824092
8.04,0.178025747,0.087246888
8.0401,0.1743056,0.088004753
8.0402,0.169940601,0.089503484
8.0403,0.165493453,0.091109096
8.0404,0.161483221,0.092236937
8.0405,0.15819853,0.09256282
8.0406,0.155609241,0.092121623
8.0407,0.153459934,0.091201662
8.0408,0.15135202,0.090252513
8.0409,0.148786787,0.089837032
8.041,0.145258962,0.09052563
8.0411,0.140392417,0.092743934
8.0412,0.134042218,0.096658446
8.0413,0.126405777,0.102049376
8.0414,0.118023701,0.10830819
8.0415,0.109673934,0.114556855
8.0416,0.102185421,0.119858164
8.0417,0.096075935,0.123624952
8.0418,0.091524922,0.125651347
8.0419,0.088459351,0.126016193
8.042,0.086623852,0.125004087
8.0421,0.085644982,0.123032959
8.0422,0.085076811,0.120602808
8.0423,0.084377827,0.118322607
8.0424,0.082986905,0.116824812
8.0425,0.080537738,0.116524309
8.0426,0.077017525,0.117437634
8.0427,0.072702429,0.11925494
8.0428,0.068040385,0.12147229
8.0429,0.063610834,0.123436551
8.043,0.060036218,0.124445366
8.0431,0.05767519,0.124093309
8.0432,0.056564847,0.122337246
8.0433,0.0565018,0.11940491
8.0434,0.057094781,0.115736152
8.0435,0.057775326,0.111971801
8.0436,0.057904373,0.108833154
8.0437,0.05689022,0.106988737
8.0438,0.054497657,0.106705329
8.0439,0.050859817,0.107834262
8.044,0.046361438,0.109942858
8.0441,0.04153094,0.112436188
8.0442,0.037000077,0.114602062
8.0443,0.033344478,0.115791437
8.0444,0.030842453,0.115689937
8.0445,0.029479286,0.114312998
8.0446,0.029038626,0.111903098
8.0447,0.029143931,0.10888359
8.0448,0.029260121,0.105857741
8.0449,0.028792284,0.103497129
8.045,0.027178219,0.102436931
8.0451,0.024193303,0.102931738
8.0452,0.019979464,0.104822678
8.0453,0.018156853,0.104068616
8.0454,0.019856326,0.099411384
8.0455,0.024960082,0.090986223
8.0456,0.032976489,0.079350185
8.0457,0.042973315,0.065557682
8.0458,0.053663247,0.051063069
8.0459,0.063668335,0.037421955
8.046,0.071929959,0.025828803
8.0461,0.077780618,0.017036164
8.0462,0.080908787,0.011394474
8.0463,0.081320054,0.008896009
8.0464,0.079285906,0.009232764
8.0465,0.075282863,0.011865205
8.0466,0.069936394,0.01608576
8.0467,0.064018104,0.021022948
8.0468,0.058366035,0.02573139
8.0469,0.053817287,0.02926668
8.047,0.050896583,0.031036267
8.0471,0.049778431,0.030842121
8.0472,0.050344218,0.028816751
8.0473,0.052227582,0.025372449
8.0474,0.054826729,0.021188228
8.0475,0.057419988,0.017079174
8.0476,0.059235222,0.013917341
8.0477,0.059671945,0.012382082
8.0478,0.058488644,0.012747196
8.0479,0.055793146,0.014891537
8.048,0.051974427,0.018376658
8.0481,0.047640501,0.022517525
8.0482,0.043497334,0.026518962
8.0483,0.040283964,0.029548189
8.0484,0.038469188,0.031076624
8.0485,0.038199676,0.030938351
8.0486,0.039340043,0.02928532
8.0487,0.041518055,0.026536874
8.0488,0.044151348,0.023350333
8.0489,0.046568948,0.020483547
8.049,0.048088433,0.018707364
8.0491,0.048353724,0.01842458
8.0492,0.047376621,0.01962288
8.0493,0.045443801,0.021979541
8.0494,0.043052768,0.024934269
8.0495,0.040801723,0.027813347
8.0496,0.039340874,0.029884045
8.0497,0.039175409,0.030578171
8.0498,0.040443173,0.029742157
8.0499,0.042937576,0.027610636
8.05,0.046170499,0.024735855
8.0501,0.049503538,0.021839544
8.0502,0.052218758,0.019732563
8.0503,0.05364204,0.019175528
8.0504,0.053441979,0.02054135
8.0505,0.051650201,0.023792444
8.0506,0.048589286,0.028562708
8.0507,0.044841847,0.03419342
8.0508,0.041170459,0.039822995
8.0509,0.0383923,0.044528311
8.051,0.037151712,0.047582231
8.0511,0.037735189,0.048660913
8.0512,0.040096416,0.047815088
8.0513,0.043930485,0.045386765
8.0514,0.048721533,0.041956065
8.0515,0.053732402,0.038353188
8.0516,0.058138403,0.035507135
8.0517,0.061232804,0.034214937
8.0518,0.062639548,0.034900299
8.0519,0.06232355,0.037601295
8.052,0.060526403,0.042042979
8.0521,0.057710431,0.047701152
8.0522,0.054576505,0.053782802
8.0523,0.051959759,0.059343449
8.0524,0.050606487,0.063539942
8.0525,0.050949606,0.065882605
8.0526,0.053079656,0.066267464
8.0527,0.056807106,0.064905937
8.0528,0.061730901,0.062247826
8.0529,0.067231918,0.058989565
8.053,0.072525527,0.056014528
8.0531,0.076886521,0.054140282
8.0532,0.079760051,0.05399335
8.0533,0.080915245,0.055833935
8.0534,0.080439204,0.059562262
8.0535,0.078656932,0.06480921
8.0536,0.076060099,0.071017129
8.0537,0.073349739,0.077392145
8.0538,0.071270401,0.083092329
8.0539,0.070435862,0.08742461
8.054,0.071158538,0.090035529
8.0541,0.073453318,0.090906394
8.0542,0.077106944,0.090275276
8.0543,0.081746787,0.08855961
8.0544,0.086826053,0.086372775
8.0545,0.091684426,0.084457228
8.0546,0.095712718,0.083499394
8.0547,0.098431202,0.084040923
8.0548,0.099644514,0.086301964
8.0549,0.099445388,0.090176439
8.055,0.098144955,0.095310905
8.0551,0.096257809,0.101121239
8.0552,0.094498706,0.106797312
8.0553,0.093569703,0.111544754
8.0554,0.094019019,0.114744402
8.0555,0.09609006,0.116120776
8.0556,0.099725275,0.115737122
8.0557,0.104635904,0.113916865
8.0558,0.110331701,0.11120966
8.0559,0.116129942,0.108382226
8.056,0.121342343,0.106209119
8.0561,0.12538419,0.105349824
8.0562,0.127832445,0.106282337
8.0563,0.128577634,0.109129886
8.0564,0.127805911,0.113680848
8.0565,0.125908719,0.119491095
8.0566,0.123476503,0.125890518
8.0567,0.121268392,0.132018422
8.0568,0.119983029,0.137084134
8.0569,0.120157238,0.140481512
8.057,0.12203151,0.141938624
8.0571,0.125545809,0.141521818
8.0572,0.130403523,0.139563655
8.0573,0.136083561,0.13664862
8.0574,0.141906188,0.133539382
8.0575,0.147179682,0.131013977
8.0576,0.151308211,0.12974425
8.0577,0.153832032,0.13024983
8.0578,0.154551429,0.132756727
8.0579,0.153578747,0.137137622
8.058,0.151274498,0.142984073
8.0581,0.14823157,0.149623842
8.0582,0.145218946,0.156185383
8.0583,0.142954375,0.161856486
8.0584,0.142024327,0.165975145
8.0585,0.142817382,0.16810364
8.0586,0.145402868,0.168163631
8.0587,0.149568217,0.166393827
8.0588,0.154892131,0.163267621
8.0589,0.160756114,0.159479411
8.059,0.166407523,0.155875073
8.0591,0.171155278,0.153233
8.0592,0.174437053,0.152188066
8.0593,0.1758746,0.153168372
8.0594,0.175419243,0.156229184
8.0595,0.173327178,0.161080486
8.0596,0.170074451,0.167183192
8.0597,0.166343639,0.173763605
8.0598,0.162867476,0.179992389
8.0599,0.160312259,0.18511706
8.06,0.159216086,0.188531455
8.0601,0.159935783,0.189834894
8.0602,0.162515878,0.188978145
8.0603,0.166711466,0.186237306
8.0604,0.17201072,0.182187944
8.0605,0.177717265,0.17761224
8.0606,0.183036097,0.173403964
8.0607,0.18726137,0.170358367
8.0608,0.189838933,0.169101357
8.0609,0.19052144,0.169912447
8.061,0.189382876,0.172707646
8.0611,0.186752738,0.177113819
8.0612,0.183204031,0.18248166
8.0613,0.179450264,0.18800221
8.0614,0.176176786,0.192899915
8.0615,0.173964596,0.196519181
8.0616,0.17326383,0.198353751
8.0617,0.174346593,0.198099203
8.0618,0.177182267,0.195791766
8.0619,0.181454573,0.191788602
8.062,0.186588294,0.186737171
8.0621,0.191792265,0.181527551
8.0622,0.196284027,0.177041195
8.0623,0.199391003,0.174037475
8.0624,0.200636067,0.173056467
8.0625,0.199886595,0.174248769
8.0626,0.197333504,0.177398777
8.0627,0.193396521,0.182031944
8.0628,0.188712624,0.187427235
8.0629,0.184081312,0.1926798
8.063,0.18023862,0.196958058
8.0631,0.177778548,0.199592875
8.0632,0.177033525,0.200210634
8.0633,0.178021743,0.198791512
8.0634,0.1805033,0.195606168
8.0635,0.184047265,0.191140165
8.0636,0.188039578,0.186084338
8.0637,0.191805694,0.181198811
8.0638,0.19471407,0.177197078
8.0639,0.19623825,0.174675647
8.064,0.196021669,0.17404009
8.0641,0.194022994,0.175339201
8.0642,0.190488686,0.17829573
8.0643,0.185872574,0.18239742
8.0644,0.18087286,0.186855283
8.0645,0.176328175,0.19072156
8.0646,0.172972887,0.19316797
8.0647,0.171222653,0.19372629
8.0648,0.171167285,0.192295544
8.0649,0.172626908,0.189078605
8.065,0.175228395,0.184496103
8.0651,0.178444409,0.179142154
8.0652,0.181606229,0.173770962
8.0653,0.184065942,0.169115129
8.0654,0.185271377,0.165800809
8.0655,0.184924123,0.16416752
8.0656,0.183018138,0.164223798
8.0657,0.179784181,0.165710022
8.0658,0.175614643,0.168183549
8.0659,0.171053697,0.171030533
8.066,0.166780488,0.173484836
8.0661,0.163413537,0.174850363
8.0662,0.161305452,0.174731205
8.0663,0.160529916,0.173045535
8.0664,0.160931123,0.169969854
8.0665,0.162192036,0.165862171
8.0666,0.163814041,0.161285824
8.0667,0.165130269,0.156994031
8.0668,0.165519903,0.153689396
8.0669,0.164529932,0.151886437
8.067,0.16201889,0.151747376
8.0671,0.15813792,0.153103124
8.0672,0.153247282,0.155547952
8.0673,0.147905835,0.158452469
8.0674,0.142861873,0.160973401
8.0675,0.138812765,0.162325948
8.0676,0.136172074,0.162045384
8.0677,0.135041185,0.160018635
8.0678,0.135593931,0.156054578
8.0679,0.138844446,0.149027805
8.068,0.143741723,0.140123209
8.0681,0.149161312,0.130609634
8.0682,0.154074167,0.121650707
8.0683,0.157788174,0.114030721
8.0684,0.159974842,0.108123582
8.0685,0.160605239,0.103964787
8.0686,0.159871026,0.101340516
8.0687,0.1581136,0.099867633
8.0688,0.15576034,0.099065674
8.0689,0.153268711,0.098420013
8.069,0.151079136,0.097435122
8.0691,0.149556784,0.095700586
8.0692,0.148838167,0.093065779
8.0693,0.148727081,0.089755887
8.0694,0.148773872,0.0862816
8.0695,0.148391877,0.083307654
8.0696,0.146968421,0.08152768
8.0697,0.14396792,0.081548138
8.0698,0.139232965,0.083548632
8.0699,0.132994539,0.08727016
8.07,0.125752535,0.092149732
8.0701,0.118200744,0.097404614
8.0702,0.111113493,0.102160429
8.0703,0.105026871,0.105810832
8.0704,0.100171262,0.108093754
8.0705,0.096531907,0.109023179
8.0706,0.093917946,0.108811517
8.0707,0.092023613,0.107800736
8.0708,0.090470236,0.106415181
8.0709,0.088779243,0.105192954
8.071,0.086441241,0.104708162
8.0711,0.083107832,0.10535561
8.0712,0.078754653,0.107165176
8.0713,0.073643679,0.109843341
8.0714,0.068225849,0.112882902
8.0715,0.063099576,0.115609229
8.0716,0.058875335,0.11733285
8.0717,0.055867402,0.117697476
8.0718,0.054082748,0.11669309
8.0719,0.05331535,0.114549784
8.072,0.053209541,0.111666579
8.0721,0.053252388,0.108620962
8.0722,0.052845589,0.106087796
8.0723,0.051418346,0.104711812
8.0724,0.048737297,0.104757643
8.0725,0.04492718,0.106086078
8.0726,0.04036253,0.108275906
8.0727,0.035558822,0.110746745
8.0728,0.031125511,0.112811575
8.0729,0.027541768,0.113930705
8.073,0.025004619,0.113881825
8.0731,0.023461055,0.112723835
8.0732,0.026206363,0.106782986
8.0733,0.032409695,0.096999549
8.0734,0.040871378,0.084728724
8.0735,0.050217461,0.071522999
8.0736,0.059146031,0.058851972
8.0737,0.066668184,0.047831285
8.0738,0.07214962,0.039176054
8.0739,0.075279499,0.033236073
8.074,0.076034356,0.0300366
8.0741,0.074631825,0.029330639
8.0742,0.071476138,0.030660495
8.0743,0.067109305,0.033413061
8.0744,0.06221605,0.036815188
8.0745,0.057551063,0.040015857
8.0746,0.053884297,0.042147124
8.0747,0.051864713,0.042477816
8.0748,0.051726647,0.040744628
8.0749,0.053288752,0.037153304
8.075,0.056027246,0.032296666
8.0751,0.059222231,0.026989231
8.0752,0.062080173,0.022128832
8.0753,0.06378928,0.018633358
8.0754,0.063711228,0.017225089
8.0755,0.061596268,0.018186879
8.0756,0.057590385,0.021354163
8.0757,0.052192063,0.026164945
8.0758,0.046136441,0.031790714
8.0759,0.040304032,0.037238817
8.076,0.035584035,0.041506345
8.0761,0.032550327,0.043945432
8.0762,0.031406462,0.044325499
8.0763,0.032060945,0.042748563
8.0764,0.034187982,0.039580942
8.0765,0.037226335,0.035455498
8.0766,0.04046499,0.031175011
8.0767,0.043148974,0.027592345
8.0768,0.044679859,0.025384844
8.0769,0.044800049,0.024844776
8.077,0.043563377,0.025911937
8.0771,0.041272522,0.028244913
8.0772,0.038452341,0.031252142
8.0773,0.035733009,0.034223594
8.0774,0.033768729,0.036422255
8.0775,0.033048544,0.037296008
8.0776,0.033694986,0.036706154
8.0777,0.035496324,0.034891468
8.0778,0.037982091,0.032383331
8.0779,0.040545279,0.029867589
8.078,0.042547959,0.028065257
8.0781,0.043481096,0.027553067
8.0782,0.0430614,0.028654241
8.0783,0.041352846,0.031299496
8.0784,0.038712783,0.035087421
8.0785,0.03571234,0.039375113
8.0786,0.033058869,0.04336528
8.0787,0.031468962,0.046249395
8.0788,0.031366839,0.047547739
8.0789,0.032850463,0.047147758
8.079,0.035739008,0.045251177
8.0791,0.039619611,0.04232178
8.0792,0.043872226,0.039058123
8.0793,0.047776446,0.036272377
8.0794,0.050714398,0.034662449
8.0795,0.052346395,0.034611954
8.0796,0.052618237,0.036181198
8.0797,0.051710478,0.039164554
8.0798,0.049995683,0.0431394
8.0799,0.048027775,0.04747918
8.08,0.046482176,0.051420386
8.0801,0.045930452,0.054317926
8.0802,0.046668797,0.055837054
8.0803,0.048715999,0.055955101
8.0804,0.051863761,0.054905022
8.0805,0.055713933,0.053134004
8.0806,0.059661042,0.051323575
8.0807,0.063029046,0.050235154
8.0808,0.065258454,0.050499926
8.0809,0.066082711,0.052418126
8.081,0.065536002,0.055949584
8.0811,0.063900404,0.060773616
8.0812,0.061652119,0.066350383
8.0813,0.059484222,0.071895526
8.0814,0.058069372,0.076648912
8.0815,0.057955555,0.079992203
8.0816,0.059399005,0.081635725
8.0817,0.062365813,0.081616153
8.0818,0.066599137,0.080220905
8.0819,0.071671092,0.077930082
8.082,0.076933978,0.075471876
8.0821,0.08171736,0.073601435
8.0822,0.085431989,0.072983514
8.0823,0.087759691,0.073976513
8.0824,0.088672899,0.076609815
8.0825,0.088380218,0.080645332
8.0826,0.087251596,0.085662247
8.0827,0.085824344,0.091050301
8.0828,0.084776077,0.096041441
8.0829,0.084711158,0.09995195
8.083,0.085966549,0.10240002
8.0831,0.088597338,0.103321257
8.0832,0.092428786,0.10290997
8.0833,0.09712653,0.101540155
8.0834,0.102174769,0.099789911
8.0835,0.106988364,0.098317179
8.0836,0.111025715,0.097732485
8.0837,0.113841008,0.098539461
8.0838,0.115138142,0.101073334
8.0839,0.11491531,0.105335981
8.084,0.11344135,0.111022387
8.0841,0.111215571,0.117565831
8.0842,0.108961552,0.124145875
8.0843,0.107417063,0.129927212
8.0844,0.107177841,0.134236274
8.0845,0.108530211,0.13674829
8.0846,0.111460568,0.137476108
