T/s,theta 1 torque/Nm,theta 2 torque/Nm
4.7478,-0.299611061,-0.265268558
4.7479,-0.300452893,-0.258707881
4.748,-0.299675308,-0.253651259
4.7481,-0.297020501,-0.250401412
4.7482,-0.292415044,-0.249047152
4.7483,-0.286025717,-0.249459906
4.7484,-0.278258442,-0.251231973
4.7485,-0.269728187,-0.253719254
4.7486,-0.261161105,-0.256141974
4.7487,-0.253236879,-0.25775265
4.7488,-0.246505423,-0.257937797
4.7489,-0.241350474,-0.256271012
4.749,-0.237968529,-0.252537649
4.7491,-0.236367148,-0.246737233
4.7492,-0.2362923,-0.239154136
4.7493,-0.237243721,-0.23033803
4.7494,-0.238543798,-0.221028604
4.7495,-0.239496307,-0.212046895
4.7496,-0.239486396,-0.204127294
4.7497,-0.238039911,-0.197830117
4.7498,-0.234857353,-0.193507775
4.7499,-0.2298286,-0.191290673
4.75,-0.223042117,-0.191080613
4.7501,-0.214853148,-0.192487154
4.7502,-0.205849074,-0.194868454
4.7503,-0.196755585,-0.197427733
4.7504,-0.188276644,-0.199382135
4.7505,-0.181001308,-0.200070673
4.7506,-0.175356101,-0.199015383
4.7507,-0.171579606,-0.195950913
4.7508,-0.169716612,-0.190831652
4.7509,-0.169566831,-0.183906186
4.751,-0.170690307,-0.175700308
4.7511,-0.172443338,-0.166943592
4.7512,-0.174082705,-0.158462091
4.7513,-0.17492716,-0.151010098
4.7514,-0.174441429,-0.145178885
4.7515,-0.172270525,-0.1413566
4.7516,-0.168256766,-0.139708282
4.7517,-0.162440431,-0.140179099
4.7518,-0.155127949,-0.142429382
4.7519,-0.14686832,-0.145859506
4.752,-0.138376451,-0.149689739
4.7521,-0.13041257,-0.153130747
4.7522,-0.123633025,-0.155494636
4.7523,-0.118529323,-0.156262215
4.7524,-0.115400632,-0.155120374
4.7525,-0.114344629,-0.151976304
4.7526,-0.115253167,-0.146963115
4.7527,-0.117748286,-0.140501929
4.7528,-0.121220327,-0.133259394
4.7529,-0.12491906,-0.126049822
4.753,-0.128114769,-0.119665459
4.7531,-0.130197429,-0.114768155
4.7532,-0.130730024,-0.111828283
4.7533,-0.129472597,-0.111095759
4.7534,-0.126386351,-0.112594267
4.7535,-0.121707465,-0.116054592
4.7536,-0.11593163,-0.120931451
4.7537,-0.109744038,-0.126473625
4.7538,-0.103917205,-0.131835499
4.7539,-0.099149622,-0.136248622
4.754,-0.095982333,-0.139114803
4.7541,-0.094765698,-0.140046747
4.7542,-0.095643989,-0.138887466
4.7543,-0.098560654,-0.135720075
4.7544,-0.103192994,-0.130932697
4.7545,-0.108974922,-0.12517753
4.7546,-0.115173011,-0.119273534
4.7547,-0.121051177,-0.114047015
4.7548,-0.125974255,-0.110205702
4.7549,-0.129466915,-0.108274389
4.755,-0.131243872,-0.108560827
4.7551,-0.131219841,-0.111144599
4.7552,-0.12951388,-0.115874348
4.7553,-0.126512896,-0.122308249
4.7554,-0.122832845,-0.129758711
4.7555,-0.119226916,-0.137403383
4.7556,-0.116423929,-0.144457748
4.7557,-0.115029218,-0.15027341
4.7558,-0.115472244,-0.154387404
4.7559,-0.117983942,-0.156552354
4.756,-0.122593811,-0.156742877
4.7561,-0.129056825,-0.155228621
4.7562,-0.136869232,-0.152555528
4.7563,-0.145338787,-0.149469956
4.7564,-0.153687114,-0.146808262
4.7565,-0.161211013,-0.145326233
4.7566,-0.167365559,-0.14560705
4.7567,-0.171796835,-0.148021708
4.7568,-0.174356763,-0.152710623
4.7569,-0.175111771,-0.159574703
4.757,-0.174409633,-0.168211159
4.7571,-0.172842671,-0.177955302
4.7572,-0.171156438,-0.18797919
4.7573,-0.170087315,-0.197463463
4.7574,-0.170260601,-0.205708818
4.7575,-0.172134038,-0.212200941
4.7576,-0.175970295,-0.216643601
4.7577,-0.181829493,-0.218968393
4.7578,-0.189517129,-0.219385967
4.7579,-0.198589555,-0.218377042
4.758,-0.208390148,-0.216650301
4.7581,-0.218157319,-0.2150414
4.7582,-0.22718532,-0.21434273
4.7583,-0.23490667,-0.215197124
4.7584,-0.240930637,-0.218041271
4.7585,-0.245064756,-0.223082662
4.7586,-0.247315542,-0.230299817
4.7587,-0.247958943,-0.239375191
4.7588,-0.247522,-0.249718876
4.7589,-0.246710615,-0.260548231
4.759,-0.246306001,-0.271006091
4.7591,-0.247003135,-0.280330027
4.7592,-0.249328532,-0.287938154
4.7593,-0.253609416,-0.293467719
4.7594,-0.259961366,-0.296791505
4.7595,-0.268282333,-0.298024292
4.7596,-0.278188457,-0.297584438
4.7597,-0.289053276,-0.296149618
4.7598,-0.300101016,-0.294556129
4.7599,-0.310570566,-0.293671196
4.76,-0.319817912,-0.294226952
4.7601,-0.32737394,-0.296749645
4.7602,-0.332973255,-0.30152937
4.7603,-0.336561417,-0.308613101
4.7604,-0.338345497,-0.317756976
4.7605,-0.33878618,-0.32843929
4.7606,-0.338558735,-0.339906745
4.7607,-0.338455576,-0.351287337
4.7608,-0.339222524,-0.361765158
4.7609,-0.341461141,-0.370682237
4.761,-0.345579619,-0.377589467
4.7611,-0.351773053,-0.382272463
4.7612,-0.360024761,-0.384752444
4.7613,-0.370038202,-0.38535307
4.7614,-0.381257982,-0.384675416
4.7615,-0.392944933,-0.383516325
4.7616,-0.404291663,-0.382753227
4.7617,-0.414582776,-0.38317018
4.7618,-0.42326946,-0.385364264
4.7619,-0.430003197,-0.389706348
4.762,-0.434650014,-0.396324391
4.7621,-0.437297527,-0.405097102
4.7622,-0.438319439,-0.415592938
4.7623,-0.438336,-0.427115397
4.7624,-0.438119919,-0.438805097
4.7625,-0.438475408,-0.449814681
4.7626,-0.440081448,-0.459422741
4.7627,-0.443429867,-0.467101567
4.7628,-0.448799621,-0.472552724
4.7629,-0.456251145,-0.475717401
4.763,-0.465576888,-0.476826552
4.7631,-0.476310052,-0.476389551
4.7632,-0.487764409,-0.475148895
4.7633,-0.499142336,-0.473969754
4.7634,-0.509700762,-0.473665381
4.7635,-0.518840591,-0.474893163
4.7636,-0.526146718,-0.478101626
4.7637,-0.531410278,-0.483504988
4.7638,-0.534629388,-0.491082248
4.7639,-0.5360791,-0.500509867
4.764,-0.536292025,-0.511186097
4.7641,-0.535984647,-0.522311868
4.7642,-0.535952032,-0.533005301
4.7643,-0.536904437,-0.542475202
4.7644,-0.539383156,-0.550114693
4.7645,-0.543727806,-0.555541052
4.7646,-0.550062525,-0.558613154
4.7647,-0.55828917,-0.559438409
4.7648,-0.568022939,-0.558434253
4.7649,-0.57863194,-0.556283239
4.765,-0.58933131,-0.553831253
4.7651,-0.599348337,-0.551970578
4.7652,-0.608026225,-0.551467736
4.7653,-0.614883571,-0.552876492
4.7654,-0.619645174,-0.556507449
4.7655,-0.622250846,-0.562420526
4.7656,-0.622906735,-0.570377263
4.7657,-0.62207751,-0.579854352
4.7658,-0.620446789,-0.590090951
4.7659,-0.618808931,-0.60019511
4.766,-0.617902657,-0.609319195
4.7661,-0.618320998,-0.616770807
4.7662,-0.620470391,-0.622073101
4.7663,-0.624547628,-0.624990291
4.7664,-0.630538736,-0.625528371
4.7665,-0.638149215,-0.624001772
4.7666,-0.646824056,-0.621007986
4.7667,-0.655822394,-0.617345338
4.7668,-0.664367647,-0.613896987
4.7669,-0.671773376,-0.611455937
4.767,-0.677506165,-0.610631212
4.7671,-0.681223023,-0.611808986
4.7672,-0.682787929,-0.615135573
4.7673,-0.68226673,-0.620510077
4.7674,-0.679991894,-0.627521993
4.7675,-0.676538771,-0.635494585
4.7676,-0.672648401,-0.643584414
4.7677,-0.669061749,-0.650953767
4.7678,-0.666415275,-0.656883097
4.7679,-0.665181791,-0.660837424
4.768,-0.665640528,-0.662501079
4.7681,-0.667867571,-0.661789053
4.7682,-0.671732071,-0.658849595
4.7683,-0.676833434,-0.654123285
4.7684,-0.682540896,-0.648297669
4.7685,-0.68809748,-0.642206867
4.7686,-0.692783914,-0.636659774
4.7687,-0.696007946,-0.632330598
4.7688,-0.697346238,-0.629697833
4.7689,-0.696569967,-0.629016174
4.769,-0.693649693,-0.63031174
4.7691,-0.688829625,-0.633310432
4.7692,-0.682612398,-0.637457952
4.7693,-0.675689002,-0.641996869
4.7694,-0.668840941,-0.64607814
4.7695,-0.66277929,-0.648932689
4.7696,-0.658056874,-0.649964436
4.7697,-0.655030401,-0.648790912
4.7698,-0.653846094,-0.64526257
4.7699,-0.654431474,-0.639472199
4.77,-0.656429142,-0.631819125
4.7701,-0.659234351,-0.622967029
4.7702,-0.662087205,-0.613744644
4.7703,-0.664236176,-0.605027054
4.7704,-0.665040705,-0.59756665
4.7705,-0.664029971,-0.591911165
4.7706,-0.660933421,-0.588373098
4.7707,-0.655689895,-0.587021489
4.7708,-0.648499863,-0.587632944
4.7709,-0.639818935,-0.589703471
4.771,-0.630319884,-0.592493866
4.7711,-0.62079743,-0.595134165
4.7712,-0.612004955,-0.59679726
4.7713,-0.604554979,-0.596808611
4.7714,-0.598867332,-0.594706335
4.7715,-0.595148224,-0.590267132
4.7716,-0.593390507,-0.58350745
4.7717,-0.593304967,-0.574750374
4.7718,-0.594341096,-0.564600398
4.7719,-0.595762283,-0.55386132
4.772,-0.596757486,-0.54342037
4.7721,-0.596603897,-0.534073393
4.7722,-0.594746903,-0.526430201
4.7723,-0.590834135,-0.520874164
4.7724,-0.584730112,-0.517544477
4.7725,-0.576523562,-0.51632912
4.7726,-0.566591986,-0.516803476
4.7727,-0.555562003,-0.518275558
4.7728,-0.544214936,-0.519888299
4.7729,-0.533369349,-0.520794903
4.773,-0.523722498,-0.520273357
4.7731,-0.515782492,-0.517794955
4.7732,-0.50984275,-0.513060794
4.7733,-0.505976047,-0.506012907
4.7734,-0.503984889,-0.496884901
4.7735,-0.50341025,-0.48619084
4.7736,-0.503571554,-0.474679902
4.7737,-0.503665887,-0.463231538
4.7738,-0.502933142,-0.452681247
4.7739,-0.500754759,-0.443710271
4.774,-0.496704258,-0.436785112
4.7741,-0.490569196,-0.432131429
4.7742,-0.482351549,-0.429732835
4.7743,-0.472336773,-0.429264093
4.7744,-0.461073131,-0.430116562
4.7745,-0.449296392,-0.431480671
4.7746,-0.437822789,-0.43246225
4.7747,-0.427383873,-0.432257874
4.7748,-0.418540784,-0.430250212
4.7749,-0.411650259,-0.426049243
4.775,-0.40684994,-0.419510668
4.7751,-0.404051121,-0.410743321
4.7752,-0.402874363,-0.40017064
4.7753,-0.402689458,-0.388485301
4.7754,-0.402710258,-0.376546584
4.7755,-0.402160754,-0.36525014
4.7756,-0.400379895,-0.355359154
4.7757,-0.396881798,-0.347430779
4.7758,-0.39138676,-0.341783326
4.7759,-0.383830262,-0.338487223
4.776,-0.374414726,-0.337315913
4.7761,-0.363602204,-0.33775815
4.7762,-0.352075278,-0.33906431
4.7763,-0.340629215,-0.340352072
4.7764,-0.330005776,-0.340781385
4.7765,-0.320803164,-0.339665212
4.7766,-0.31343495,-0.336529934
4.7767,-0.308106674,-0.331141151
4.7768,-0.304814261,-0.323504879
4.7769,-0.303273728,-0.31393476
4.777,-0.30294065,-0.303027286
4.7771,-0.303084294,-0.291580136
4.7772,-0.302902554,-0.280476646
4.7773,-0.301682385,-0.270511177
4.7774,-0.298875161,-0.262294552
4.7775,-0.294131105,-0.256213684
4.7776,-0.287314409,-0.252413646
4.7777,-0.278511182,-0.250790142
4.7778,-0.268094755,-0.250927463
4.7779,-0.256686798,-0.252142945
4.778,-0.245063665,-0.253588495
4.7781,-0.234036606,-0.254425239
4.7782,-0.224294285,-0.253937499
4.7783,-0.216339763,-0.25160087
4.7784,-0.210464453,-0.247118365
4.7785,-0.206741934,-0.240431452
4.7786,-0.204977902,-0.231770918
4.7787,-0.204718347,-0.221646203
4.7788,-0.205288873,-0.210800688
4.7789,-0.205892359,-0.200096193
4.779,-0.205773317,-0.190337894
4.7791,-0.204316563,-0.18217544
4.7792,-0.20109734,-0.176054965
4.7793,-0.195901849,-0.172191856
4.7794,-0.18872688,-0.170568442
4.7795,-0.179848969,-0.170865697
4.7796,-0.169804437,-0.172486888
4.7797,-0.159315237,-0.174638037
4.7798,-0.149183261,-0.176443377
4.7799,-0.140126595,-0.17711826
4.78,-0.132695052,-0.176061542
4.7801,-0.12723724,-0.172895611
4.7802,-0.123886536,-0.167484016
4.7803,-0.122554063,-0.15993862
4.7804,-0.122864102,-0.150681295
4.7805,-0.124193495,-0.1403992
4.7806,-0.125765614,-0.129943125
4.7807,-0.126815408,-0.120206376
4.7808,-0.126693133,-0.111954468
4.7809,-0.124923734,-0.105742833
4.781,-0.121237449,-0.101885995
4.7811,-0.115578521,-0.100449728
4.7812,-0.108160529,-0.101202938
4.7813,-0.099458069,-0.103630731
4.7814,-0.090161567,-0.106981333
4.7815,-0.08107026,-0.11037229
4.7816,-0.072926389,-0.112965661
4.7817,-0.066325696,-0.114078597
4.7818,-0.061677026,-0.113243306
4.7819,-0.059179685,-0.110232226
4.782,-0.058822642,-0.105058495
4.7821,-0.060314979,-0.098042433
4.7822,-0.063105999,-0.089786122
4.7823,-0.066459871,-0.081091225
4.7824,-0.069567963,-0.072843138
4.7825,-0.071710681,-0.06583623
4.7826,-0.072335955,-0.060679289
4.7827,-0.071093185,-0.057755223
4.7828,-0.067847845,-0.057203398
4.7829,-0.062688814,-0.058912582
4.783,-0.055993026,-0.06245947
4.7831,-0.048385943,-0.067153777
4.7832,-0.040647305,-0.072140339
4.7833,-0.033588173,-0.076574266
4.7834,-0.027895725,-0.079735267
4.7835,-0.024071137,-0.081095844
4.7836,-0.022403254,-0.080357342
4.7837,-0.022962401,-0.077460772
4.7838,-0.02555044,-0.072637404
4.7839,-0.029709129,-0.066397787
4.784,-0.034759682,-0.059486694
4.7841,-0.03990265,-0.052767294
4.7842,-0.044382783,-0.047045777
4.7843,-0.047585994,-0.042972297
4.7844,-0.049087528,-0.040992977
4.7845,-0.048672827,-0.041322778
4.7846,-0.046337381,-0.043943301
4.7847,-0.042356051,-0.048534544
4.7848,-0.037263232,-0.054498582
4.7849,-0.031778795,-0.06104005
4.785,-0.02670247,-0.067280443
4.7851,-0.022750135,-0.072431542
4.7852,-0.020469363,-0.075889093
4.7853,-0.020206424,-0.077272761
4.7854,-0.022092212,-0.076443726
4.7855,-0.026035208,-0.073511781
4.7856,-0.031656909,-0.068896966
4.7857,-0.03833126,-0.063284774
4.7858,-0.045278673,-0.057524424
4.7859,-0.051731123,-0.05250676
4.786,-0.057035932,-0.048994279
4.7861,-0.060715161,-0.047539766
4.7862,-0.062496199,-0.048455375
4.7863,-0.062320454,-0.051804703
4.7864,-0.06039475,-0.057354618
4.7865,-0.057183734,-0.064588269
4.7866,-0.053370613,-0.072751851
4.7867,-0.049749284,-0.080960501
4.7868,-0.04705828,-0.088373261
4.7869,-0.045890984,-0.094303609
4.787,-0.046654937,-0.098279509
4.7871,-0.049548874,-0.100068761
4.7872,-0.054561613,-0.099679704
4.7873,-0.061402203,-0.09742795
4.7874,-0.06951977,-0.093911198
4.7875,-0.078177944,-0.089927256
4.7876,-0.086568122,-0.086358325
4.7877,-0.093970764,-0.083996307
4.7878,-0.099832704,-0.083448269
4.7879,-0.103801251,-0.085096146
4.788,-0.105738974,-0.089078988
4.7881,-0.105731238,-0.095285749
4.7882,-0.104151098,-0.103293609
4.7883,-0.101620005,-0.11241283
4.7884,-0.098913782,-0.121788646
4.7885,-0.096844294,-0.130576216
4.7886,-0.096101436,-0.13805481
4.7887,-0.097187384,-0.143696037
4.7888,-0.100390934,-0.147200106
4.7889,-0.105781513,-0.148506849
4.789,-0.113159426,-0.147846405
4.7891,-0.122064375,-0.145728279
4.7892,-0.131815161,-0.14289627
4.7893,-0.141609741,-0.140220861
4.7894,-0.150690212,-0.138524905
4.7895,-0.158440068,-0.138476646
4.7896,-0.164433038,-0.140532894
4.7897,-0.168454752,-0.144912853
4.7898,-0.170503011,-0.151596769
4.7899,-0.170857015,-0.160258734
4.79,-0.170057064,-0.170291567
4.7901,-0.168829793,-0.180888581
4.7902,-0.167981735,-0.191159157
4.7903,-0.168234791,-0.200303341
4.7904,-0.170141061,-0.207706513
4.7905,-0.174049311,-0.212980081
4.7906,-0.180090586,-0.21597951
4.7907,-0.188171104,-0.216811573
4.7908,-0.197907853,-0.215895834
4.7909,-0.20866839,-0.213919469
4.791,-0.219665377,-0.211734971
4.7911,-0.230122293,-0.210233185
4.7912,-0.239377844,-0.210174435
4.7913,-0.246945847,-0.21211109
4.7914,-0.252546061,-0.216355763
4.7915,-0.256113057,-0.222972753
4.7916,-0.257847803,-0.231729365
4.7917,-0.258210199,-0.242108554
4.7918,-0.257879879,-0.253355462
4.7919,-0.257648314,-0.264583243
4.792,-0.25825265,-0.274948065
4.7921,-0.260285747,-0.283759799
4.7922,-0.264155247,-0.290542289
4.7923,-0.270060355,-0.295058982
4.7924,-0.277990459,-0.297313903
4.7925,-0.28765504,-0.297618664
4.7926,-0.298503315,-0.296567487
4.7927,-0.309798529,-0.294955383
4.7928,-0.320743146,-0.293662521
4.7929,-0.330632548,-0.293479541
4.793,-0.338922014,-0.295013268
4.7931,-0.345262448,-0.298646952
4.7932,-0.349515956,-0.304522789
4.7933,-0.35176427,-0.31253455
4.7934,-0.352374549,-0.322265469
4.7935,-0.351961013,-0.33303247
4.7936,-0.351291796,-0.343987355
4.7937,-0.351170762,-0.354291095
4.7938,-0.352280251,-0.363227426
4.7939,-0.355116744,-0.370270654
4.794,-0.359965325,-0.375121646
4.7941,-0.366893715,-0.377718805
4.7942,-0.375702348,-0.378288928
4.7943,-0.385932576,-0.377336613
4.7944,-0.396905934,-0.375599676
4.7945,-0.407829276,-0.373945196
4.7946,-0.417960023,-0.373196195
4.7947,-0.426697766,-0.374022366
4.7948,-0.43362715,-0.376880799
4.7949,-0.438540347,-0.381990977
4.795,-0.441437985,-0.389334158
4.7951,-0.442599016,-0.398586511
4.7952,-0.442561069,-0.409143997
4.7953,-0.442046363,-0.420203901
4.7954,-0.441854779,-0.430880012
4.7955,-0.442700478,-0.440376758
4.7956,-0.445128583,-0.448083375
4.7957,-0.449482017,-0.453614121
4.7958,-0.455887395,-0.456825946
4.7959,-0.464248051,-0.457825563
4.796,-0.474179624,-0.457030924
4.7961,-0.485049701,-0.455126199
4.7962,-0.496072101,-0.452959766
4.7963,-0.506472239,-0.45142177
4.7964,-0.515591165,-0.451273882
4.7965,-0.522945175,-0.453067742
4.7966,-0.528256554,-0.457113855
4.7967,-0.531462353,-0.463473566
4.7968,-0.532765816,-0.471910861
4.7969,-0.532628734,-0.481905427
4.797,-0.531732085,-0.492699534
4.7971,-0.530868025,-0.503404087
4.7972,-0.530773663,-0.513173784
4.7973,-0.532041109,-0.52131784
4.7974,-0.53507662,-0.527360216
4.7975,-0.54007751,-0.531065119
4.7976,-0.547030942,-0.532437812
4.7977,-0.555644028,-0.531791405
4.7978,-0.56536367,-0.529721677
4.7979,-0.575451022,-0.52702505
4.798,-0.585101243,-0.524582803
4.7981,-0.593602971,-0.523186261
4.7982,-0.600407316,-0.523442313
4.7983,-0.605163108,-0.525733394
4.7984,-0.60773219,-0.530199935
4.7985,-0.608197499,-0.536733095
4.7986,-0.606928481,-0.544912883
4.7987,-0.604542323,-0.554052702
4.7988,-0.601810409,-0.563300881
4.7989,-0.599544691,-0.571815301
4.799,-0.598438551,-0.578877285
4.7991,-0.598995992,-0.583959737
4.7992,-0.601506702,-0.586763564
4.7993,-0.60604038,-0.5872289
4.7994,-0.612397211,-0.585585918
4.7995,-0.620116555,-0.582343973
4.7996,-0.628516778,-0.578246591
4.7997,-0.636801093,-0.574166994
4.7998,-0.644223396,-0.570934257
4.7999,-0.650180232,-0.569223534
4.8,-0.654253937,-0.569496396
4.8001,-0.656235398,-0.571975566
4.8002,-0.65612514,-0.57664418
4.8003,-0.6542032,-0.583178935
4.8004,-0.651009377,-0.590975126
4.8005,-0.647268942,-0.599228418
4.8006,-0.643786593,-0.607050361
4.8007,-0.641282267,-0.613642878
4.8008,-0.640306234,-0.618392831
4.8009,-0.641205764,-0.620912614
4.801,-0.644110877,-0.621058144
4.8011,-0.648927295,-0.618936097
4.8012,-0.655272045,-0.614965441
4.8013,-0.662513206,-0.609832347
4.8014,-0.669864359,-0.604388016
4.8015,-0.676550182,-0.599531954
4.8016,-0.681910734,-0.596038891
4.8017,-0.685461487,-0.594470403
4.8018,-0.686924648,-0.595144015
4.8019,-0.6862384,-0.598125273
4.802,-0.683608491,-0.603179784
4.8021,-0.679500531,-0.609786664
4.8022,-0.674600393,-0.61718591
4.8023,-0.669705826,-0.624485032
4.8024,-0.665559802,-0.630834817
4.8025,-0.662760122,-0.635540632
4.8026,-0.661718155,-0.638123166
4.8027,-0.662635436,-0.638344334
4.8028,-0.665502248,-0.636208345
4.8029,-0.670027637,-0.632028613
4.803,-0.675659291,-0.626402542
4.8031,-0.681658148,-0.620129353
4.8032,-0.687214975,-0.614094022
4.8033,-0.691610751,-0.609092156
4.8034,-0.694291107,-0.605735056
4.8035,-0.694901117,-0.604409126
4.8036,-0.693300637,-0.605257855
4.8037,-0.689572329,-0.608174283
4.8038,-0.68408695,-0.612739067
4.8039,-0.677464349,-0.618265116
4.804,-0.670479628,-0.623899367
4.8041,-0.663951743,-0.628797719
4.8042,-0.658582878,-0.632239297
4.8043,-0.654884455,-0.633695023
4.8044,-0.653152127,-0.632864519
4.8045,-0.65346002,-0.629687704
4.8046,-0.655611224,-0.624395791
4.8047,-0.659146602,-0.617500435
4.8048,-0.663384819,-0.609748593
4.8049,-0.667523051,-0.602017789
4.805,-0.670802401,-0.595141938
4.8051,-0.672605366,-0.589801066
4.8052,-0.672504963,-0.586460881
4.8053,-0.670287009,-0.585346721
4.8054,-0.665950783,-0.586442312
4.8055,-0.659778373,-0.589422858
4.8056,-0.652314281,-0.593680308
