T/s,theta 1 torque/Nm,theta 2 torque/Nm
4.6693,0.111477471,0.24190244
4.6694,0.106033463,0.244523444
4.6695,0.101020949,0.246342683
4.6696,0.09685483,0.246910994
4.6697,0.093790139,0.245953863
4.6698,0.091916131,0.243380416
4.6699,0.091153807,0.239274908
4.67,0.091207043,0.233942017
4.6701,0.091593669,0.227882397
4.6702,0.091725701,0.221725984
4.6703,0.091071716,0.216061221
4.6704,0.089234278,0.211341077
4.6705,0.085974626,0.207843206
4.6706,0.081218626,0.205661521
4.6707,0.075047695,0.204703998
4.6708,0.06774595,0.204646312
4.6709,0.059779492,0.204967111
4.671,0.051735205,0.205026043
4.6711,0.044156974,0.204232119
4.6712,0.037459063,0.202135996
4.6713,0.031892139,0.198468821
4.6714,0.027538003,0.193150009
4.6715,0.024308103,0.186277273
4.6716,0.021895843,0.178170337
4.6717,0.019808873,0.169344938
4.6718,0.017442424,0.16044474
4.6719,0.01424149,0.152069447
4.672,0.009786451,0.144679837
4.6721,0.003826414,0.13855696
4.6722,-0.003716038,0.133793008
4.6723,-0.012755201,0.130289138
4.6724,-0.022996691,0.127709859
4.6725,-0.03395994,0.125519619
4.6726,-0.045041277,0.123062443
4.6727,-0.055679534,0.119731993
4.6728,-0.065444296,0.115065455
4.6729,-0.0740712,0.108783691
4.673,-0.081468137,0.100799952
4.6731,-0.087717223,0.09121036
4.6732,-0.093122547,0.08033762
4.6733,-0.098177527,0.068704567
4.6734,-0.1034909,0.056965279
4.6735,-0.109623629,0.045732119
4.6736,-0.117002246,0.035479588
4.6737,-0.125884486,0.026502322
4.6738,-0.136353588,0.018904884
4.6739,-0.148327895,0.012606721
4.674,-0.161514775,0.007297056
4.6741,-0.175432657,0.002463544
4.6742,-0.18947354,-0.002536571
4.6743,-0.203068155,-0.008305123
4.6744,-0.215774327,-0.015307766
4.6745,-0.227263006,-0.023851379
4.6746,-0.237256683,-0.034076972
4.6747,-0.24555005,-0.045960569
4.6748,-0.252113229,-0.059235277
4.6749,-0.257106435,-0.073396222
4.675,-0.260839829,-0.087756981
4.6751,-0.263710772,-0.101526978
4.6752,-0.266145436,-0.113959646
4.6753,-0.26856274,-0.124438058
4.6754,-0.271362724,-0.132517049
4.6755,-0.274887109,-0.137941472
4.6756,-0.27932152,-0.140651365
4.6757,-0.28461425,-0.140838243
4.6758,-0.290538621,-0.138946395
4.6759,-0.296725685,-0.135642001
4.676,-0.302726623,-0.131713086
4.6761,-0.308075614,-0.127911481
4.6762,-0.312350974,-0.124870232
4.6763,-0.315225653,-0.123066799
4.6764,-0.316500826,-0.122798674
4.6765,-0.316121174,-0.124175866
4.6766,-0.314187265,-0.127115835
4.6767,-0.311029472,-0.131276975
4.6768,-0.307111367,-0.136093055
4.6769,-0.302937868,-0.140860837
4.677,-0.29899463,-0.144896947
4.6771,-0.295698769,-0.147630431
4.6772,-0.293357776,-0.148649219
4.6773,-0.292143479,-0.147719945
4.6774,-0.292083076,-0.144791167
4.6775,-0.29300196,-0.140069259
4.6776,-0.294520756,-0.134007202
4.6777,-0.296081054,-0.127240096
4.6778,-0.297097023,-0.120488629
4.6779,-0.297047209,-0.114402093
4.678,-0.295527671,-0.109479172
4.6781,-0.292282273,-0.10603915
4.6782,-0.287216454,-0.10420947
4.6783,-0.280408161,-0.103917611
4.6784,-0.272180052,-0.104823163
4.6785,-0.263070622,-0.10635231
4.6786,-0.253745303,-0.107798034
4.6787,-0.244843304,-0.108482498
4.6788,-0.236893244,-0.107846532
4.6789,-0.230274058,-0.105492114
4.679,-0.225194553,-0.101208391
4.6791,-0.221690304,-0.094977143
4.6792,-0.219547886,-0.08704805
4.6793,-0.218315931,-0.077924785
4.6794,-0.217369115,-0.068295831
4.6795,-0.216059358,-0.058931601
4.6796,-0.213814899,-0.050521843
4.6797,-0.210195803,-0.04359257
4.6798,-0.204925488,-0.038474927
4.6799,-0.197904333,-0.035292284
4.68,-0.189219104,-0.033953362
4.6801,-0.179212545,-0.034086959
4.6802,-0.168451081,-0.03508009
4.6803,-0.157627966,-0.036171046
4.6804,-0.147405685,-0.036614513
4.6805,-0.138331666,-0.035785698
4.6806,-0.130799757,-0.033237792
4.6807,-0.125026173,-0.028728494
4.6808,-0.121044383,-0.022225224
4.6809,-0.11865206,-0.013978998
4.681,-0.117415756,-0.004508077
4.6811,-0.116707442,0.00547386
4.6812,-0.115806052,0.015162738
4.6813,-0.11405623,0.023829591
4.6814,-0.110938195,0.030928206
4.6815,-0.10607801,0.036136003
4.6816,-0.099242721,0.039366689
4.6817,-0.090390572,0.040759028
4.6818,-0.079771464,0.040718129
4.6819,-0.067904513,0.039884929
4.682,-0.055483121,0.039034169
4.6821,-0.043251827,0.038892199
4.6822,-0.03183145,0.040052138
4.6823,-0.021657916,0.042930024
4.6824,-0.012967019,0.047736612
4.6825,-0.005795651,0.054472119
4.6826,8.60E-06,0.062931361
4.6827,0.004825288,0.072666866
4.6828,0.009221239,0.083034712
4.6829,0.013860378,0.093283117
4.683,0.01933175,0.102664332
4.6831,0.026067338,0.110604117
4.6832,0.034314351,0.116760207
4.6833,0.044126281,0.121025341
4.6834,0.05536191,0.123511394
4.6835,0.067641589,0.124584806
4.6836,0.08038593,0.124830604
4.6837,0.092911053,0.124973547
4.6838,0.104600826,0.125727856
4.6839,0.114986632,0.127652353
4.684,0.123772981,0.131102655
4.6841,0.130849751,0.136219078
4.6842,0.136285994,0.142934827
4.6843,0.140376904,0.150933009
4.6844,0.143620593,0.159675449
4.6845,0.1466529,0.168475
4.6846,0.150140138,0.176618177
4.6847,0.154617023,0.183533375
4.6848,0.160432224,0.188844565
4.6849,0.167738828,0.192387668
4.685,0.176500545,0.194206738
4.6851,0.186444698,0.194600106
4.6852,0.197085627,0.19409357
4.6853,0.207790472,0.193368979
4.6854,0.217880783,0.193161451
4.6855,0.226798991,0.19408205
4.6856,0.234172645,0.196539322
4.6857,0.239826585,0.200722801
4.6858,0.243779275,0.206605466
4.6859,0.246272044,0.213896887
4.686,0.247752386,0.222070034
4.6861,0.248833033,0.230432894
4.6862,0.250192744,0.238233618
4.6863,0.252404486,0.244837824
4.6864,0.255861354,0.249806843
4.6865,0.260761846,0.252917436
4.6866,0.267110781,0.254162672
4.6867,0.274668198,0.253743305
4.6868,0.282969991,0.252102092
4.6869,0.291390833,0.249874616
4.687,0.299237053,0.247796988
4.6871,0.305915799,0.246526469
4.6872,0.311008956,0.246543339
4.6873,0.314290001,0.248111831
4.6874,0.31572643,0.25127667
4.6875,0.315475586,0.255868912
4.6876,0.313925102,0.261469466
4.6877,0.311652338,0.267455392
4.6878,0.309342405,0.273103694
4.6879,0.307618113,0.277771851
4.688,0.306948911,0.280983958
4.6881,0.307615443,0.282458613
4.6882,0.309705494,0.282119629
4.6883,0.31311546,0.280085741
4.6884,0.317506791,0.276711807
4.6885,0.32234327,0.272558651
4.6886,0.326969776,0.268319903
4.6887,0.33077985,0.264644744
4.6888,0.333306205,0.262037934
4.6889,0.334258052,0.260814847
4.689,0.333528677,0.261089407
4.6891,0.331186569,0.26278176
4.6892,0.327521132,0.265574186
4.6893,0.323019398,0.268938187
4.6894,0.318301704,0.272204532
4.6895,0.313955415,0.274737937
4.6896,0.310442482,0.276035822
4.6897,0.308060894,0.275773633
4.6898,0.306934963,0.273818571
4.6899,0.307021428,0.270224528
4.69,0.308060609,0.265270142
4.6901,0.309596491,0.259439049
4.6902,0.311037824,0.253363144
4.6903,0.311822492,0.247720033
4.6904,0.311506185,0.243062895
4.6905,0.309801825,0.239753592
4.6906,0.306592333,0.237952644
4.6907,0.301927019,0.237625523
4.6908,0.296065538,0.2384965
4.6909,0.289461421,0.240073465
4.691,0.282708016,0.241715771
4.6911,0.276387674,0.242734319
4.6912,0.270961767,0.242563333
4.6913,0.266731638,0.240831152
4.6914,0.263825184,0.237371176
4.6915,0.262200116,0.232216101
4.6916,0.261593579,0.225644137
4.6917,0.261541762,0.218153824
4.6918,0.26144165,0.210395321
4.6919,0.26071698,0.203070868
4.692,0.258908785,0.196760817
4.6921,0.255716642,0.191850012
4.6922,0.251013096,0.188516644
4.6923,0.244841261,0.186737713
4.6924,0.237446435,0.186242616
4.6925,0.229262855,0.186538262
4.6926,0.220877073,0.18697738
4.6927,0.212913102,0.186862294
4.6928,0.205874993,0.18561611
4.6929,0.200099465,0.182852418
4.693,0.195742855,0.178389918
4.6931,0.192783905,0.172249458
4.6932,0.190973173,0.164682743
4.6933,0.189852823,0.156154124
4.6934,0.188818477,0.147297136
4.6935,0.187213314,0.138811659
4.6936,0.184492639,0.131287762
4.6937,0.18028993,0.125127307
4.6938,0.174428285,0.120526403
4.6939,0.16691733,0.11747588
4.694,0.157983939,0.115711795
4.6941,0.148057652,0.114739152
4.6942,0.137732162,0.113900294
4.6943,0.127668513,0.112474743
4.6944,0.118425446,0.109854759
4.6945,0.11038692,0.105623933
4.6946,0.103748322,0.099575396
4.6947,0.09851767,0.091712054
4.6948,0.094464216,0.082277224
4.6949,0.091138255,0.071737096
4.695,0.087933866,0.060736764
4.6951,0.08418166,0.04999927
4.6952,0.079316802,0.040147681
4.6953,0.072950874,0.031620742
4.6954,0.064885873,0.024648791
4.6955,0.055113619,0.019251857
4.6956,0.043809299,0.015207536
4.6957,0.03137072,0.012067564
4.6958,0.018376548,0.009199847
4.6959,0.005489191,0.00589007
4.696,-0.006716226,0.001519
4.6961,-0.017827067,-0.004355684
4.6962,-0.027610641,-0.011976909
4.6963,-0.036017177,-0.021383137
4.6964,-0.043130121,-0.032428134
4.6965,-0.049198816,-0.044725226
4.6966,-0.054616518,-0.057682856
4.6967,-0.059859466,-0.070587445
4.6968,-0.065384995,-0.082684576
4.6969,-0.071584497,-0.093254841
4.697,-0.07874066,-0.101676988
4.6971,-0.086996614,-0.107484679
4.6972,-0.096409598,-0.110463597
4.6973,-0.106874339,-0.110748278
4.6974,-0.118104911,-0.108796314
4.6975,-0.129667671,-0.105312375
4.6976,-0.141043463,-0.101081874
4.6977,-0.151696237,-0.096861831
4.6978,-0.161138308,-0.09331077
4.6979,-0.168983287,-0.090941022
4.698,-0.174982147,-0.090086595
4.6981,-0.179040857,-0.090889445
4.6982,-0.181220001,-0.093304456
4.6983,-0.181807436,-0.097032293
4.6984,-0.1813053,-0.101538778
4.6985,-0.180295849,-0.106132559
4.6986,-0.179346165,-0.11012709
4.6987,-0.178947404,-0.112934913
4.6988,-0.179473057,-0.114115807
4.6989,-0.181151532,-0.113404209
4.699,-0.184055659,-0.110718441
4.6991,-0.188094165,-0.106166467
4.6992,-0.192940898,-0.100112442
4.6993,-0.198064086,-0.093141972
4.6994,-0.202819357,-0.085974095
4.6995,-0.20660171,-0.07930223
4.6996,-0.208923466,-0.073696502
4.6997,-0.20944745,-0.069552461
4.6998,-0.208006439,-0.067069875
4.6999,-0.204604826,-0.066251516
4.7,-0.199492681,-0.066831673
4.7001,-0.193153084,-0.068293211
4.7002,-0.18623688,-0.069939097
4.7003,-0.179465896,-0.071055077
4.7004,-0.17347893,-0.071014298
4.7005,-0.168758006,-0.069340621
4.7006,-0.165604514,-0.06574481
4.7007,-0.164130874,-0.0601395
4.7008,-0.164255331,-0.052646982
4.7009,-0.165635755,-0.043664678
4.701,-0.167704588,-0.033826857
4.7011,-0.169756315,-0.023900019
4.7012,-0.171104845,-0.014616145
4.7013,-0.171179017,-0.006579254
4.7014,-0.169572368,-0.000219615
4.7015,-0.166064367,0.004234424
4.7016,-0.160623183,0.006762411
4.7017,-0.153479848,0.00760169
4.7018,-0.145041546,0.007180009
4.7019,-0.135842335,0.006132722
4.702,-0.126485809,0.005227207
4.7021,-0.117611466,0.005267365
4.7022,-0.109821655,0.007008406
4.7023,-0.103534517,0.010996347
4.7024,-0.098933643,0.017498653
4.7025,-0.095972941,0.026499755
4.7026,-0.094330473,0.037664309
4.7027,-0.093452273,0.050376739
4.7028,-0.092719061,0.0638428
4.7029,-0.091541739,0.07728528
4.703,-0.089412671,0.090045633
4.7031,-0.08595137,0.101627595
4.7032,-0.080933833,0.111725661
4.7033,-0.0743034,0.120233941
4.7034,-0.066163895,0.127235833
4.7035,-0.056827182,0.133027326
4.7036,-0.04679177,0.138095585
4.7037,-0.036681067,0.143074631
4.7038,-0.027154048,0.148658367
4.7039,-0.01874274,0.155460339
4.704,-0.011787009,0.163888707
4.7041,-0.006426598,0.174116629
4.7042,-0.002607198,0.186080069
4.7043,-3.43E-05,0.199434739
4.7044,0.001801139,0.213598426
4.7045,0.003553963,0.227838956
4.7046,0.005851166,0.241454314
4.7047,0.009194996,0.253877324
4.7048,0.013918931,0.264726314
4.7049,0.020173709,0.273823097
4.705,0.027930559,0.281190748
4.7051,0.036931,0.287082748
4.7052,0.046707046,0.291964924
4.7053,0.056643511,0.29647192
4.7054,0.06608227,0.301310647
4.7055,0.074483005,0.307084794
4.7056,0.081479104,0.314210361
4.7057,0.086890733,0.322891715
4.7058,0.09072308,0.333123211
4.7059,0.093158933,0.344640458
4.706,0.09459729,0.356944755
4.7061,0.09561088,0.369371133
4.7062,0.096848148,0.381191462
4.7063,0.098862085,0.391788542
4.7064,0.102036201,0.400731172
4.7065,0.106569199,0.407793926
4.7066,0.112474597,0.412959069
4.7067,0.119527708,0.416409783
4.7068,0.127283976,0.418566877
4.7069,0.135139429,0.420042273
4.707,0.142421161,0.421549315
4.7071,0.148554393,0.423725722
4.7072,0.153134749,0.427037272
4.7073,0.155944056,0.431739906
4.7074,0.156952342,0.437876742
4.7075,0.156313862,0.445264332
4.7076,0.154408272,0.453461375
4.7077,0.151800718,0.46183883
4.7078,0.149160064,0.469679389
4.7079,0.147089458,0.476355228
4.708,0.146036633,0.48141111
4.7081,0.146260202,0.484589232
4.7082,0.147827426,0.485837098
4.7083,0.150617359,0.485294789
4.7084,0.154278597,0.483334256
4.7085,0.158267402,0.480527941
4.7086,0.161931115,0.477575076
4.7087,0.164676073,0.475124573
4.7088,0.166053289,0.473675896
4.7089,0.165790155,0.473535619
4.709,0.163797305,0.474807232
4.7091,0.160158813,0.477389272
4.7092,0.155177071,0.48093119
4.7093,0.149348555,0.484872382
4.7094,0.143298285,0.488524977
4.7095,0.137611371,0.491247388
4.7096,0.132741843,0.492541683
4.7097,0.12897469,0.492096899
4.7098,0.126417491,0.489800303
4.7099,0.125008306,0.485729632
4.71,0.124468761,0.480197655
4.7101,0.124326005,0.473725986
4.7102,0.123983831,0.46697618
4.7103,0.122889867,0.460576274
4.7104,0.120617577,0.455023386
4.7105,0.116895448,0.450639983
4.7106,0.111617256,0.447561567
4.7107,0.104836624,0.445742444
4.7108,0.096807058,0.444908325
4.7109,0.087967474,0.44457922
4.711,0.078893232,0.444134701
4.7111,0.070167701,0.442983695
4.7112,0.06225014,0.440659129
4.7113,0.055437398,0.436861413
4.7114,0.049856686,0.431472194
4.7115,0.04547259,0.424549944
4.7116,0.042038157,0.416368383
4.7117,0.039114162,0.4073989
4.7118,0.036128829,0.398256953
4.7119,0.032540481,0.389531641
4.712,0.027924449,0.381690694
4.7121,0.022009043,0.375037684
4.7122,0.014683993,0.369699415
4.7123,0.005994453,0.365630632
4.7124,-0.0038088,0.362565072
4.7125,-0.014287131,0.360036417
4.7126,-0.024872407,0.357441643
4.7127,-0.035028614,0.354209169
4.7128,-0.044337689,0.349891863
4.7129,-0.052534251,0.344207871
4.713,-0.059512844,0.337051458
4.7131,-0.06532091,0.328486843
4.7132,-0.070208243,0.318796086
4.7133,-0.074608821,0.308457526
4.7134,-0.079082409,0.298082285
4.7135,-0.084153254,0.28824639
4.7136,-0.090224849,0.279398398
4.7137,-0.097546013,0.271819453
4.7138,-0.106204576,0.26561347
4.7139,-0.116135355,0.260703006
4.714,-0.127071577,0.256780789
4.7141,-0.138564074,0.253342912
4.7142,-0.150041044,0.249764964
4.7143,-0.160970637,0.245468845
4.7144,-0.170946743,0.240013974
4.7145,-0.179722556,0.233135551
4.7146,-0.187215864,0.224752302
4.7147,-0.193510966,0.214956935
4.7148,-0.198907129,0.204060679
4.7149,-0.203887293,0.192568387
4.715,-0.209031352,0.181109874
4.7151,-0.214853101,0.170269015
4.7152,-0.221729376,0.160492073
4.7153,-0.229882777,0.152050844
4.7154,-0.239375539,0.145035223
4.7155,-0.250118542,0.139351793
4.7156,-0.261823898,0.134677765
4.7157,-0.274025194,0.130496147
4.7158,-0.286152528,0.126173326
4.7159,-0.29769749,0.121126734
4.716,-0.308285202,0.114915921
4.7161,-0.317692334,0.10727943
4.7162,-0.325853669,0.098140474
4.7163,-0.332864653,0.087595618
4.7164,-0.33903042,0.075958196
4.7165,-0.344835119,0.06373286
4.7166,-0.350855924,0.05153829
4.7167,-0.357600824,0.039935449
4.7168,-0.36543891,0.029344664
4.7169,-0.374584695,0.020018642
4.717,-0.385093665,0.01203482
4.7171,-0.396872508,0.005293833
4.7172,-0.409632243,-0.000526994
4.7173,-0.422908456,-0.00593925
4.7174,-0.436135883,-0.011566917
4.7175,-0.4488126,-0.017983116
4.7176,-0.46048198,-0.025640139
4.7177,-0.47073348,-0.034834462
4.7178,-0.479232995,-0.045691269
4.7179,-0.485763217,-0.058148198
4.718,-0.490322427,-0.071875148
4.7181,-0.493119022,-0.086294891
4.7182,-0.49452456,-0.100680192
4.7183,-0.495051747,-0.114301446
4.7184,-0.495242823,-0.126499234
4.7185,-0.495565718,-0.136730299
4.7186,-0.496365125,-0.144606312
4.7187,-0.49783842,-0.149917179
4.7188,-0.500032048,-0.152636079
4.7189,-0.502856602,-0.152971292
4.719,-0.506095323,-0.151362511
4.7191,-0.50940877,-0.148449676
4.7192,-0.512391041,-0.144988787
4.7193,-0.514627605,-0.141701727
4.7194,-0.515751202,-0.139189567
4.7195,-0.515487775,-0.137890125
4.7196,-0.513686341,-0.138060555
4.7197,-0.510331146,-0.139775305
4.7198,-0.505601566,-0.142925189
4.7199,-0.499877434,-0.147153472
4.72,-0.493695243,-0.151892673
4.7201,-0.487604467,-0.156464875
4.7202,-0.482101617,-0.160240293
4.7203,-0.47758874,-0.162718065
4.7204,-0.474339956,-0.163557418
4.7205,-0.472483506,-0.162594001
4.7206,-0.472000239,-0.159838673
4.7207,-0.472647931,-0.155549225
4.7208,-0.473970715,-0.150215875
4.7209,-0.47535979,-0.144494073
4.721,-0.476202607,-0.139095975
4.7211,-0.475972881,-0.134637484
4.7212,-0.474280188,-0.131572039
4.7213,-0.470895256,-0.130164934
4.7214,-0.465758157,-0.130485384
4.7215,-0.459040468,-0.132353359
4.7216,-0.451144192,-0.135343471
4.7217,-0.442662708,-0.13881991
4.7218,-0.434286124,-0.142040615
4.7219,-0.426647505,-0.144320531
4.722,-0.420244641,-0.145119022
4.7221,-0.41540943,-0.144077707
4.7222,-0.412292441,-0.141040027
4.7223,-0.410865748,-0.136049425
4.7224,-0.410853193,-0.129417365
4.7225,-0.411746983,-0.121702857
4.7226,-0.41287617,-0.113637962
4.7227,-0.413563577,-0.105973198
4.7228,-0.413222862,-0.099357926
4.7229,-0.411412917,-0.094279426
4.723,-0.407865672,-0.091030318
4.7231,-0.402495761,-0.089696914
4.7232,-0.395406478,-0.090154008
4.7233,-0.386956391,-0.092001339
4.7234,-0.377724734,-0.094603215
4.7235,-0.3684243,-0.09719393
4.7236,-0.359744553,-0.099044804
4.7237,-0.352256758,-0.099557514
4.7238,-0.346364986,-0.098309457
4.7239,-0.342285734,-0.095081266
4.724,-0.340046041,-0.089862009
4.7241,-0.339410155,-0.082922478
4.7242,-0.339893985,-0.074797983
4.7243,-0.340833075,-0.066215032
4.7244,-0.341482101,-0.057984169
4.7245,-0.341173062,-0.050832972
4.7246,-0.339395305,-0.045317519
4.7247,-0.335825534,-0.041785903
4.7248,-0.330340517,-0.040362242
4.7249,-0.323024365,-0.040939333
4.725,-0.314234813,-0.043115067
4.7251,-0.304566657,-0.046233954
4.7252,-0.294761408,-0.04948466
4.7253,-0.285546219,-0.052070104
4.7254,-0.277534081,-0.053316781
4.7255,-0.27116935,-0.052737385
4.7256,-0.266702184,-0.050061657
4.7257,-0.264182776,-0.045244187
4.7258,-0.263410574,-0.038538848
4.7259,-0.263940582,-0.030481196
4.726,-0.265120458,-0.021813973
4.7261,-0.26619901,-0.013388326
4.7262,-0.266487869,-0.005995464
4.7263,-0.265443936,-0.000264597
4.7264,-0.262705863,0.003388744
4.7265,-0.258113009,0.004782326
4.7266,-0.251703424,0.003963508
4.7267,-0.243708774,0.001214697
4.7268,-0.234551389,-0.002914275
4.7269,-0.224773165,-0.007664427
4.727,-0.214994578,-0.012168826
4.7271,-0.205813839,-0.015623357
4.7272,-0.197731267,-0.01733716
4.7273,-0.191092658,-0.016772881
4.7274,-0.186063457,-0.013621098
4.7275,-0.182621468,-0.007832369
4.7276,-0.180479433,0.000321207
4.7277,-0.179098386,0.01027279
4.7278,-0.177757309,0.021243724
4.7279,-0.17566725,0.032359959
4.728,-0.172132088,0.042772155
4.7281,-0.166639345,0.051829527
4.7282,-0.158896667,0.059142986
4.7283,-0.148840767,0.064591478
4.7284,-0.136635901,0.068305356
4.7285,-0.122712493,0.070697488
4.7286,-0.107721381,0.072420284
4.7287,-0.092364097,0.07427211
4.7288,-0.07727495,0.077004662
4.7289,-0.062961096,0.081217478
4.729,-0.049766548,0.087312314
4.7291,-0.037853403,0.095475164
4.7292,-0.027202422,0.105679332
4.7293,-0.017620013,0.117643153
4.7294,-0.008699599,0.13085367
4.7295,0.000135885,0.1446304
4.7296,0.009550597,0.158211277
4.7297,0.020126774,0.170927281
4.7298,0.032276656,0.182296624
4.7299,0.04621094,0.192060965
4.73,0.061939335,0.200186687
4.7301,0.079218949,0.20685681
4.7302,0.097575173,0.212505017
4.7303,0.116365488,0.217765465
4.7304,0.134873759,0.223364383
4.7305,0.152481164,0.229936698
4.7306,0.168741668,0.23793952
4.7307,0.183399697,0.247626297
4.7308,0.19639298,0.259039685
4.7309,0.20783771,0.27201434
4.731,0.218068517,0.286137585
4.7311,0.227609864,0.300792881
4.7312,0.237107007,0.315246218
4.7313,0.247155161,0.328822108
4.7314,0.258207189,0.341002076
4.7315,0.270535725,0.35146774
4.7316,0.284226017,0.360110615
4.7317,0.299174555,0.367021908
4.7318,0.315043313,0.372533965
4.7319,0.331295451,0.377190346
4.732,0.347284733,0.381672675
4.7321,0.362424216,0.38668437
4.7322,0.376265701,0.392781245
4.7323,0.38852689,0.40031451
4.7324,0.399103798,0.409422117
4.7325,0.408065217,0.420028575
4.7326,0.415700552,0.431800961
4.7327,0.422497461,0.444186356
4.7328,0.429077237,0.456493336
4.7329,0.436029316,0.468009378
4.733,0.4438155,0.47816874
4.7331,0.452729438,0.486604902
4.7332,0.462884403,0.493161756
4.7333,0.474207159,0.497886384
4.7334,0.486388137,0.50106434
4.7335,0.498913928,0.503196062
4.7336,0.511145681,0.504935341
4.7337,0.522484948,0.50698643
4.7338,0.532460731,0.509927972
4.7339,0.540766694,0.514138508
4.734,0.547274925,0.519785463
4.7341,0.552032449,0.526831389
4.7342,0.555291547,0.534988718
4.7343,0.55749509,0.54374627
4.7344,0.559238513,0.552438994
4.7345,0.561174157,0.560361903
4.7346,0.563843368,0.566938828
4.7347,0.567606644,0.571783223
4.7348,0.572633226,0.574715198
4.7349,0.578905542,0.57575988
4.735,0.586170333,0.575176431
4.7351,0.593960241,0.573439411
4.7352,0.601657521,0.571194357
4.7353,0.608586997,0.569153693
4.7354,0.6141836,0.567919231
4.7355,0.618063108,0.567902454
4.7356,0.620034465,0.569305783
4.7357,0.620097267,0.57212226
4.7358,0.618472658,0.576085762
4.7359,0.615588522,0.580694915
4.736,0.612040396,0.585282086
4.7361,0.608496462,0.58912248
4.7362,0.605527245,0.591607238
4.7363,0.603529788,0.592314136
4.7364,0.602710587,0.591027781
4.7365,0.603086676,0.587741503
4.7366,0.604433928,0.582650252
4.7367,0.606306627,0.576186734
4.7368,0.608099043,0.568974203
4.7369,0.609147957,0.561736115
4.737,0.608895681,0.555118508
4.7371,0.606950719,0.549593609
4.7372,0.603104867,0.545422436
4.7373,0.597335947,0.542652358
4.7374,0.58980441,0.541083903
4.7375,0.580894949,0.540286263
4.7376,0.57117641,0.539638435
4.7377,0.561320149,0.538430562
4.7378,0.551931296,0.536041484
4.7379,0.54345957,0.532021683
4.738,0.53616595,0.526118015
4.7381,0.530120701,0.518281509
4.7382,0.525206639,0.508654655
4.7383,0.521076904,0.497610799
4.7384,0.517193002,0.485722938
4.7385,0.512903758,0.473690245
4.7386,0.507612441,0.462161233
4.7387,0.500866291,0.451634783
4.7388,0.492392471,0.44241664
4.7389,0.482104123,0.434609058
4.739,0.470089916,0.428108897
4.7391,0.456658295,0.422563644
4.7392,0.442312663,0.417410711
4.7393,0.427685321,0.411960547
4.7394,0.413373606,0.405566312
4.7395,0.39984159,0.397727151
4.7396,0.3873823,0.388131401
4.7397,0.376109231,0.376668025
4.7398,0.365964333,0.36341876
4.7399,0.356671389,0.348702382
4.74,0.34775839,0.333048052
4.7401,0.338620983,0.317125841
4.7402,0.328689083,0.301572647
4.7403,0.317517126,0.286893991
4.7404,0.304822231,0.273419149
4.7405,0.290493628,0.261287713
4.7406,0.274586465,0.250454745
4.7407,0.257370741,0.240643387
4.7408,0.239311468,0.231368284
4.7409,0.221007691,0.222001999
4.741,0.203092704,0.211899407
4.7411,0.186074886,0.200551285
4.7412,0.170283586,0.187633191
4.7413,0.155862607,0.173019272
4.7414,0.14277795,0.156777243
4.7415,0.130770957,0.139214715
4.7416,0.119380622,0.120853911
4.7417,0.108007268,0.102362832
4.7418,0.096045372,0.08438652
4.7419,0.083017413,0.067441067
4.742,0.068614579,0.051867343
4.7421,0.052706086,0.03781506
4.7422,0.035333171,0.025246153
4.7423,0.016757965,0.013886351
4.7424,-0.002556727,0.003248251
4.7425,-0.022009134,-0.007302009
4.7426,-0.041018931,-0.018387696
4.7427,-0.0591239,-0.030503756
4.7428,-0.076003804,-0.04399251
4.7429,-0.091400086,-0.059032947
4.743,-0.105109177,-0.075638973
4.7431,-0.117092932,-0.093580154
4.7432,-0.127497685,-0.112385346
4.7433,-0.136652228,-0.13139747
4.7434,-0.145008771,-0.149849363
4.7435,-0.153085663,-0.166979165
4.7436,-0.161350453,-0.182150918
4.7437,-0.170152068,-0.194911441
4.7438,-0.17968645,-0.205009545
4.7439,-0.189999601,-0.212398565
4.744,-0.200978123,-0.217297211
4.7441,-0.212357866,-0.220180207
4.7442,-0.223754761,-0.221724773
4.7443,-0.234721923,-0.22271235
4.7444,-0.244810425,-0.22387242
4.7445,-0.253627094,-0.225803356
4.7446,-0.260880919,-0.228939998
4.7447,-0.266412262,-0.233534089
4.7448,-0.270203877,-0.239651477
4.7449,-0.27243949,-0.247121286
4.745,-0.273507642,-0.255539815
4.7451,-0.273948875,-0.264303418
4.7452,-0.274314065,-0.272709013
4.7453,-0.275099754,-0.280112252
4.7454,-0.276705001,-0.286007309
4.7455,-0.279397564,-0.290056657
4.7456,-0.28329633,-0.292105693
4.7457,-0.288370692,-0.292179597
4.7458,-0.294366078,-0.290553021
4.7459,-0.300814708,-0.2877336
4.746,-0.307105517,-0.284392999
4.7461,-0.312635474,-0.281236757
4.7462,-0.316892812,-0.278870931
4.7463,-0.319498174,-0.277743256
4.7464,-0.320230122,-0.278116631
4.7465,-0.319033416,-0.28006119
4.7466,-0.316074782,-0.283400819
4.7467,-0.311743566,-0.287716511
4.7468,-0.3066235,-0.292380401
4.7469,-0.301397288,-0.296660758
4.747,-0.296693124,-0.299883195
4.7471,-0.293006697,-0.301515028
4.7472,-0.290670714,-0.301202812
4.7473,-0.289839422,-0.298791879
4.7474,-0.290491118,-0.2943248
4.7475,-0.292357913,-0.288109938
4.7476,-0.294941655,-0.280701676
4.7477,-0.297581693,-0.272826737
